front,back,frequency,
팔찌,bracelet,1079,
집중하다,to concentrate (upon),1303,
꽤,"substantially, fairly",1171,
장마,"rainy season, rainy spell",1636,
대하다,"to face, confront;to treat",1115,
결국,"after all, finally, in the end",1333,
아주머니,middle aged woman;aunt,1093,
이마,forehead,1094,
따라가다,"to follow, go after, tag along",1105,
인생,life (human),1087,
귤,"tangerine, mandarin",1100,
여전히,"still, as ever",1520,
일으키다,"to raise, set somebody upright",1233,
숫자,numbers,1090,
어쩌면,maybe,1107,
사건,"incident, affair, event",1432,
가난하다,to be poor,1261,
센티미터,centimeter,1101,
설마,"impossibly, can't be true",1111,
간식,snack,1116,
두다,"to put, place, lay;",1109,
화장품,cosmetics,1137,
큰길,main road,1145,
좁다,to be narrow,1122,
죽,porridge,1086,
부인,"[your] wife (hon.);woman, lady;denial, disapproval",1034,
도와주다,"to help out, assist",1054,
예전,the old days; before,1097,
존댓말,polite/formal language (speech),1114,
한잔하다,to have a drink,1057,
진심으로,"sincerely, from one's heart",1083,
정치,politics,1249,
지다,"to lose, be defeated;to be under an obligation",1158,
짓,"act, behavior",1118,
명사,noun,1121,
위험하다,"to be dangerous, risky",878,
동네,neighborhood,1089,
좌석,seat,1108,
제발,please;by all means,1220,
찾아가다,to visit,1068,
시절,"years (college years etc.), period of life",1103,
종일,all day long,1120,
정류장,"stop, station (bus etc.)",1127,
취직하다,to get a job,1078,
둘이,two people,1123,
미치다,"to go mad, crazy;to reach",1047,
선배,senior (often at the same education- or workplace),1106,
지역,"area, region",1124,
알리다,"to inform, let know, notify",1140,
용돈,"pocket money, allowance",1125,
법,law,1159,
작가,"writer, author",1099,
가능하다,to be possible,1136,
심장,the heart (in the body),1206,
인형,"doll, puppet",1128,
기사,"news article;driver, chauffeur;engineer",1130,
잊어버리다,to forget (completely),1133,
펜,pen,1131,
솔직히,"honestly, frankly",1135,
순간,"moment, instant",1113,
원하다,"to want, wish, hope",1147,
월급,monthly salary,1492,
주제,"subject, theme, topic",1164,
열리다,"to be open, be opened",1119,
피,blood,1148,
식구,"family, member of family",1096,
휴대전화,cell phone (2),1146,
확인하다,"to confirm, verify",1098,
관심,"interest, concern",1046,
바보,"fool, stupid person",1435,
숨다,"to hide, disappear",1150,
상처,"injury, wound, bruise",1446,
차이,difference,1144,
절대로,"never;absolutely, completely",1151,
젖다,"to get wet, soaked, be moistened",1436,
놈,guy;jerk,1292,
일단,once [something has happened];first (of several actions);for now,1252,
양복,suit,1155,
방송하다,to broadcast,1162,
중심,"center, core, balance",1195,
결과,result,1237,
배부르다,to have a full stomach,1154,
출장,business trip,1139,
숲,forest,1138,
원래,"originally, primarily",1160,
닮다,"to resemble, be alike",1143,
한자,Chinese character,1141,
추위,cold weather,1646,
아시아,Asia,1167,
죽이다,"to kill, murder;to hold back, suppress",1320,
귀걸이,earring,1163,
책임,responsibility;blame,1173,
실례,"bad manners, rudeness",1156,
깨지다,"to be broken, get broken",1165,
환자,patient (medical),1080,
미리,in advance,1168,
왜냐하면,"because, since",1192,
대다,"to place, put;to feel, touch",1331,
인상,impression,2135,
동쪽,the east,1175,
대신하다,"to take the place of, act as a substitute",1324,
세탁기,washing machine,1174,
바닥,"floor, the bottom",1166,
그대로,"as [it] is, intactly",1051,
뛰다,"to jump;to run, dash",1172,
반대,"reverse, opposite",1191,
지방,"local area, region;fat",1256,
호랑이,tiger,1189,
부지런하다,"to be hardworking, diligent",1705,
댁,house (hon.),1185,
역시,"too, also;as expected;still",1264,
대학생,college student,1055,
뵙다,"to see, meet (hon.)",1179,
습관,habit,1218,
건너편,the other side,1178,
대사관,embassy,1203,
생각나다,"to come to mind, think of, remember",1169,
군인,"military personnel, soldier",1184,
식탁,dining table,1193,
남학생,male student,1180,
구하다,"to look for, seek;to rescue, save",1575,
여권,passport,1213,
테니스,tennis,1196,
갈색,light brown,1202,
젊다,"to be young, youthful",1129,
광고,advertisement,1149,
경치,"scene, scenery",1188,
찌개,stew,1182,
두껍다,"to be thick, heavy",1187,
치약,toothpaste,1199,
경찰관,police officer,1245,
군대,"army, troops",1216,
노트하다,to take notes,1198,
제목,"title, name",1480,
가습기,humidifier,1663,
시대,"period, era",1177,
위하다,"to do for the sake of, on behalf of",1201,
샌드위치,sandwich,1210,
기업,"enterprise, business",1606,
이상,"more than, above;abnormality;ideal",1186,
꿈꾸다,to dream,1194,
모래,sand,1230,
결혼식,wedding ceremony,1214,
회색,gray,1223,
닿다,"to reach, touch",1219,
활동,activity,988,
대단히,"very much, greatly, highly",1224,
인간,"human being, mankind",951,
움직이다,to move,1095,
쉽게,easily,1197,
정답,correct answer,1227,
여학생,female student,1228,
부끄럽다,"to be shameful, disgraceful, ashamed;to be shy",1229,
아래층,downstairs,1157,
따로,separately;in addition,1235,
비밀번호,"password, PIN",1231,
집다,to pick up,1413,
소녀,young girl,1234,
번역,translation,1241,
기계,machine,1370,
자연스럽다,to be natural,1282,
바닷가,"beach, seaside",1238,
땀,"sweat, perspiration",1242,
수영복,swimsuit,1248,
걸어오다,to come by foot,1176,
공짜,free (of charge),1246,
고개,"head, neck;hill",894,
데리고가다,to bring someone to some place,1240,
해외,"foreign country, overseas",1232,
출구,exit,1349,
추워지다,to become cold,1071,
모델,model,1342,
수첩,"(pocket) notebook, personal organizer",1251,
경험하다,to experience,1243,
당장,"on the spot, immediately",1269,
상품,"prize;product, goods",1427,
세계,the world,1209,
선택하다,"to choose, select",1212,
사촌,cousin,1255,
주로,"mostly, mainly",1211,
키스,kiss,1258,
모으다,"to collect, gather up",1254,
저번,"last time, the other day",1262,
분홍색,pink,1263,
들리다,"to be heard, to hear;to be lifted, be raised",1208,
떡,Korean rice cake,1266,
얼른,"promptly, right away, quickly",1284,
심각하다,"to be serious, grave, severe",1358,
손목,wrist,1273,
라디오,radio,890,
계산하다,to calculate;to pay,1222,
다행히,fortunately,1274,
자식,one's children,1225,
넘다,to exceed;to climb (over),1236,
원숭이,monkey,1270,
가요,song,1599,
높이,"height;high, highly",1244,
올라오다,to come up,1257,
드디어,"finally, at (long) last",1322,
개인,individual,1291,
공휴일,"legal holiday, bank holiday",1288,
신나다,to be excited,1265,
별일,"special event, unusual occurence",1271,
기술,"skill, technique;description",1308,
자랑하다,"to be proud (of), boast (about)",1250,
사계절,four seasons,1294,
전체,"the whole, entire",1287,
취소하다,"to cancel, withdraw",1279,
느리다,to be slow,1226,
조사,"investigation, inquiry, survey;postposition;eulogy",1400,
바라다,"to desire, wish, hope",1289,
새해,New Year,942,
국제,international-,1283,
소개팅,blind date,1285,
정확하다,"to be exact, correct, accurate",1293,
프로그램,program,1036,
표정,facial expression,1267,
공무원,"public servant, government employee",1421,
신기하다,"to be marvelous, wonderful, amazing",1453,
국물,"soup, broth",1295,
대부분,"greater part, mostly",1217,
민족,"people, ethnic group",1509,
전공하다,"to major in, specialize in",1272,
러시아,Russia,1298,
짐,"load, burden, luggage, cargo",1309,
완전히,"completely, entirely, fully",1280,
식다,"to cool off, get cold",1522,
국수,noodles,1315,
현금,cash,1301,
조카,"nephew, niece",1304,
환영하다,to welcome (somebody),2410,
이메일,email,1314,
제대로,"appropriately, properly",1305,
사자,lion,1368,
빼다,"to pull out, extract;to subtract;to remove",1310,
자료,"materials, data",1297,
무게,weight,1319,
대통령,president (of a country),2228,
지루하다,to be boring,1786,
분명히,"clearly, definitely",1332,
장학금,scholarship,1318,
고통,"pain, suffering",1553,
찾아오다,to come see someone;to retrieve something,1275,
악기,musical instrument,1577,
식품,"food items, groceries",1402,
세기,century,1335,
큰일나다,to be in big trouble,1286,
놀이,"play, game, pastime",1307,
평일,weekday,1325,
기회,"chance, opportunity",1328,
없어지다,to disappearなくなる,1012,
메모,"memo, note",1330,
열,"fever, heat;row, line, queue",1329,
발전,"development, growth",1359,
검사하다,"to examine, inspect",1365,
대구,Daegu,1461,
마당,"yard, garden",1554,
소년,young boy,1356,
흐르다,to flow;to overflow;to elapse,1296,
우선,first of all,1363,
생명,"life, soul",1726,
잔돈,change (money),2378,
주차하다,to park,1313,
짧게,briefly,1326,
남,other people,1321,
예약,"reservation, booking",1499,
아쉽다,"to be sorry, sad",2170,
배구,volleyball,1336,
역할,"role, part",1482,
빨강,red,1347,
따라오다,"to follow, come with",1306,
여성,women,1312,
양파,onion,1350,
행동,"behavior, action",1239,
웃기다,"to amuse, to be funny",1341,
국내,"inside country, domestic",1556,
겁,"fear, fright",1352,
모양,shape,1398,
말리다,to dry;to make somebody stop doing something,1348,
고모,aunt (father's sister),1376,
옷걸이,coat hanger,1357,
기간,"period, term",1346,
관련하다,"to be related to, connected with",1337,
꿀,honey,1377,
아무래도,"anyway, by the look of (it);by any means",1360,
능력,"ability, capability",1343,
깊다,to be deep,1112,
마을,"village, town",1181,
크게,"greatly, highly",1311,
비서,secretary,1366,
특별하다,"to be special, extraordinary",1351,
금년,this year,1385,
교환학생,exchange student,1390,
멈추다,"to stop, cease",1389,
대표,representative,1378,
녹차,green tea,1373,
도움,"help, aid",1371,
지각하다,"to be late (for something);to perceive, sense, be aware",1535,
딱,"exactly, precisely",1510,
향수,"perfume, fragrance;homesickness",2305,
반드시,"surely, certainly",1374,
비키다,"get out of the way, step aside",1362,
탁자,tea table,1738,
상황,"situation, state of things",1516,
십대,"teenage, teenager",1743,
익숙하다,"to be familiar, used to something",1372,
여보,"Honey, Dear",1383,
고장,"defect, break down",1417,
마디,knuckle;word,2463,
포기하다,to give up,1386,
예술,art,1353,
적어도,at least,1401,
임금,"wages, pay;king, monarch",1803,
모자라다,to be insufficient,1416,
희망,hope,1506,
세계적,"global, worldwide",1430,
호선,"[subway] line;arc, curve",1388,
빠지다,"to fall into;to fall out, come off",1327,
막내,youngest child (in a family),1394,
인천,Incheon,1391,
가능성,"possibility, likelihood;potential",1384,
약하다,to be weak,1406,
대회,"mass meeting, convention;contest, tournament (where many people gather)",1420,
커피숍,coffee shop,1387,
방향,direction,1276,
다하다,"to run out, be used up, become exhausted",1429,
미소,smile,1422,
단체,"organization, association, group of people",1414,
어쨌든,"anyway, in any case",1411,
넘어가다,"to cross, go over;to fall into, go down",1433,
주황색,orange,1408,
근무,"service, work, duty",2253,
선수,"player, athlete",1023,
간단하다,"to be simple, easy",1688,
바깥,outside,1536,
이혼,divorce,1404,
제품,"product, manufactured goods",1340,
변화하다,"to change, alter",1126,
사업가,businessman,1395,
공중,"public;the air, space",3041,
비다,"to be empty, vacant",1403,
주변,surroundings,1490,
판매,sale,1633,
잠들다,to fall asleep,1409,
등산,"hiking, mountain climbing",1410,
자꾸,"constantly, repeatedly",1380,
공포,"fear, scare",2668,
쌓이다,"to pile up, be stacked up",1426,
주부,housewife,1452,
전쟁,war,1434,
스트레스,stress,1142,
편안하다,"to be comfortable, relaxed, peaceful",1419,
마찬가지,"the same, identical, equal",1200,
현대,"the present age, modern times",1449,
그림자,shadow,1438,
밀다,"to push, shove",1450,
효과,"effect, efficiency",1456,
지붕,roof,1424,
긴장하다,"to be nervous, be tense",1602,
정원,"capacity, limit;garden",1439,
너머,"beyond, the other side",1448,
천사,angel,3748,
놓치다,"to miss, let slip, fail to catch",1477,
배낭,backpack,1425,
쥐,rat;mouse,1428,
끌다,"to pull, draw",1300,
휴지통,"trash can, wastebasket",1277,
경주,"race, run;Gyeongju",1442,
국민,"people, citizen",1548,
나타내다,"to express;to show, display",1369,
기말,"end of a term, end of a semester",1780,
괜히,"in vain, pointlessly, for nothing",1534,
참외,oriental melon,3277,
다양하다,"to be various, diverse",1344,
무릎,knee;lap,1338,
질서,"order, system",1459,
지우개,"eraser, rubber",1455,
담다,to put into,1423,
시민,citizen,1753,
점점,"gradually, little by little, increasingly",1475,
비교하다,to compare with,1467,
칫솔,toothbrush,1444,
종류,"kind, type, sort",1466,
한식집,Korean restaurant,1445,
바라보다,"to look at, watch, gaze",1443,
가죽,leather,1451,
기름,oil;fat,1524,
인사동,Insadong,1486,
알려지다,to become known,1396,
화장,make-up;cremation,1711,
우편,"mail, post",3650,
멀리,"far, far away",1469,
상상하다,to imagine,1474,
음악회,concert,1462,
표현,"expression (verbal, grammatical etc.)",976,
이웃,neighbor,1741,
반대하다,"to oppose, be against",1447,
보라색,"violet, purple",1479,
공간,"space, room",1260,
당시,"at that time, in those days",1751,
안내하다,"to guide, lead the way",1481,
크기,"size, volume",1463,
한편,"one side, one hand;meanwhile",1052,
태국,Thailand,1465,
갈아입다,to change clothes,1470,
육교,pedestrian overpass,1468,
편히,"conveniently, comfortably",1483,
코멘트,comment,1472,
강조하다,"to stress, emphasize",1460,
시설,"establishment, facilities",1519,
남산,"Namsan, Mt. Nam (in Seoul)",1471,
차례,"order, sequence;time, turn;memorial service for ancestors",1550,
싱겁다,"to be bland, not salty enough",1494,
벌,"punishment, penalty;bee",1478,
재산,"property, fortune, wealth",1473,
가져가다,"to take (along), carry",1488,
공장,factory,1495,
아무리,"however, no matter how",1496,
이모,aunt (mother's sister),1500,
요구하다,"to demand, ask, claim",1508,
아픔,"pain, ache;sorrow, grief",1487,
쌀,uncooked rice,1339,
일반,"general, common",1512,
